name,category,phone_public,phone_raw_public_source,phone_status,email_public,website,website_verified,whatsapp_public,whatsapp_status,contact_consent,current_1405_exhibitor_status,source_period,source_url,recommended_next_step
صنایع آلومینیوم ابسکون,آلومینیوم,02188759207,21 88759207,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع آلومینیوم ماندگار هیرکان,آلومینیوم,08633554610,86 33554610-14,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع آلومینیوم والاد,آلومینیوم,02186015603,21 86015603,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع تولیدی پارسیان,صنایع وابسته در و پنجره — نیازمند بررسی,02176262371,21 76262371,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع هوای فشرده تبریز,صنایع وابسته در و پنجره — نیازمند بررسی,04132459497,41 32459497-8,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع چوب دُرساج,چوب,02156456299,21 56456299,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع چوبی ایران پارس,چوب,02156456844,21 56456844,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنایع چوبی هنر,چوب,02177805161,21 77805161,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
صنعتی عایق پلاست خوانسار,مواد اولیه و پلیمر,03157775582,31 57775582,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
طلا پروفیل ارس,پروفیل,04142030622,41 42030622,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
عایق صنعت اش,مواد اولیه و پلیمر,02144265744,21 44265744,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
عایق گستر چهلستون,مواد اولیه و پلیمر,02122221920,21 22221920,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
فرا پیشتاز هونام,صنایع وابسته در و پنجره — نیازمند بررسی,07136750201,71 36750201,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
فراز پلیمر ایرانیان,مواد اولیه و پلیمر,02144006970,21 44006970,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
فرازجام,شیشه,02334583446,23 34583446,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
فناوری داده پویشگر,صنایع وابسته در و پنجره — نیازمند بررسی,03195025075,31 95025075,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
فهام در مانا,صنایع وابسته در و پنجره — نیازمند بررسی,02166704853,21 66704853,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
قائم شیشه اصفهان,شیشه,03152374674,31 52374674-7,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
لطفی(بازرگانی لطفی),صنایع وابسته در و پنجره — نیازمند بررسی,04432723550,44 32723550,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ماد بنیان ایرانیان,صنایع وابسته در و پنجره — نیازمند بررسی,02177895677,21 77895677,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ماداکتو اسکرین,صنایع وابسته در و پنجره — نیازمند بررسی,02177646631,21 77646631,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
مارال بهینه جنوب,صنایع وابسته در و پنجره — نیازمند بررسی,04134219145,41 34219145,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
مارال پروفیل ارس,پروفیل,04142110014,41 42110014,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ماشین سازی بنیان صنعت نوین,پنجره و UPVC/PVC,04142264368,41 42264368,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ماشین سازی خیری,ماشین‌آلات,02146841106,21 46841106,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ماشین سازی صفایی,ماشین‌آلات,03133867099,"31 33867099 , 33876135",public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ماشین سازی یونیورس,ماشین‌آلات,04433745116,44 33745116,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ماهنامه دنیای نما و پنجره,پنجره و UPVC/PVC,02177945231,21 77945231,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
مجتمع آلومینیوم حکمتی,آلومینیوم,04136371253,41 36371253-5,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
مجتمع صنعتی روزوین,پنجره و UPVC/PVC,04533644000,45 33644000,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
مجله در و پنجره و نما,پنجره و UPVC/PVC,02177240502,21 77240502,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
محمد چراغی,صنایع وابسته در و پنجره — نیازمند بررسی,02188539019,21 88539019,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
مه سان پرشین جام,شیشه,02177523721,21 77523721,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
مه سان پروفیل,پروفیل,02177523721,21 77523721,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
مهسان صنعت سارو,صنایع وابسته در و پنجره — نیازمند بررسی,02146883829,21 46883829,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
موسسه ثبتی و حقوقی ملاصدرا,صنایع وابسته در و پنجره — نیازمند بررسی,02632102000,26 32102000,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
موسسه رنگین,صنایع وابسته در و پنجره — نیازمند بررسی,02156233362,21 56233362,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
نانو وین,پنجره و UPVC/PVC,02144968127,21 44968127,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
نودر,صنایع وابسته در و پنجره — نیازمند بررسی,02188842477,21 88842477,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
نوین سازه کیسان آرمان,پنجره و UPVC/PVC,02146130285,21 46130285,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
نوین نمای سهند,پنجره و UPVC/PVC,02122756782,21 22756782,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
هنردرب,درب,02156576949,21 56576949,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
هونام ابزار نوین,پنجره و UPVC/PVC,02122435050,21 22435050,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ویناک,پنجره و UPVC/PVC,02832848172,28 32848172,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
ویندور یو پی وی سی,پنجره و UPVC/PVC,04432382688,44 32382688,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
يراق سازان ماكو,صنایع وابسته در و پنجره — نیازمند بررسی,02636670515,26 36670515,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پارس وین,پنجره و UPVC/PVC,02155274279,21 55274279,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پارس پروفیل سازان آریا,پروفیل,02144031087,21 44031087,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پارس کرنت,صنایع وابسته در و پنجره — نیازمند بررسی,02155276312,21 55276312-3,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پارسا جام البرز,شیشه,02165742461,21 65742461,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پارسان درب,درب,02156864983,21 56864983,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پترو پویا گرانول آریانا,مواد اولیه و پلیمر,02126412318,21 26412318,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پرشین در,صنایع وابسته در و پنجره — نیازمند بررسی,02122333567,21 22333567,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پرشین پی وی سی مانا,صنایع وابسته در و پنجره — نیازمند بررسی,02146852545,21 46852545,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پروفیل صنعت سازان خلخال,پروفیل,04532453834,45 32453834,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پنجره سازان خورشید,پنجره و UPVC/PVC,02144114398,21 44114398,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پویا بنا نوین برنا,پنجره و UPVC/PVC,02144962338,21 44962338,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پژوهش پلیمر فراز,مواد اولیه و پلیمر,02188517829,21 88517829,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پیشگامان صنعت داماکس,صنایع وابسته در و پنجره — نیازمند بررسی,02165644595,21 65644595,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
پیکر جهان البرز (کن مولر ایلماز),صنایع وابسته در و پنجره — نیازمند بررسی,02636639751,26 36639751,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
چوبین سازه نمای پارسا (آلتن),چوب,02126851503,21 26851503,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
کارخانجات صنایع تولید سیستم های آلومینیوم به در رنگین,آلومینیوم,05132400792,51 32400792,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
کاروان سرای نازنین,صنایع وابسته در و پنجره — نیازمند بررسی,02188507454,21 88507454,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
کالوین,پنجره و UPVC/PVC,02632548577,26 32548577,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
کوثر پروفیل اراک,پروفیل,08633573376,86 33573376,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
کیان امنیت سالی,صنایع وابسته در و پنجره — نیازمند بررسی,02188479171,21 88479171,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
کیمیا صنعت آویسا,صنایع وابسته در و پنجره — نیازمند بررسی,02156392677,21 56392677,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
کیمیا صنعت دکاموند,صنایع وابسته در و پنجره — نیازمند بررسی,02133990501,21 33990501,public-landline-format,,,false,,not-found; do-not-assume landline is WhatsApp,false,NOT CONFIRMED — historical/related industry candidate only,archived participant lists shown on source page; row year not reliably exposed,https://www.namayeshgahha.ir/نمایشگاه-در-و-پنجره/list-of-exhibitors-at-the-door-and-window/,"verify current participation, official website ownership and public business contact before outreach"
